GEO_ID,NAME,S0101_C01_001E,S0101_C01_001M,S0101_C03_001E,S0101_C03_001M,CALC_MALE,S0101_C04_001M,CALC_50_UP,PERC_50_UP
id,Geographic Area Name,Estimate!!Total!!Total population,Margin of Error!!Total MOE!!Total population,Estimate!!Male!!Total population,Margin of Error!!Male MOE!!Total population,Estimate!!Percent Male!!Total population,Margin of Error!!Percent Male MOE!!Total population,Estimate!!Total!!Total population!!AGE!!50 and over,Estimate!!Total!!Total population!!AGE!!50 and over
1400000US36081018102,"Census Tract 181.02, Queens County, New York",3449,233,1801,165,52.2180,(X),996,28.8779
1400000US36081018200,"Census Tract 182, Queens County, New York",2510,252,1267,163,50.4781,(X),844,33.6255
1400000US36081018300,"Census Tract 183, Queens County, New York",6597,643,3362,419,50.9626,(X),1955,29.6347
1400000US36081018401,"Census Tract 184.01, Queens County, New York",2168,277,858,148,39.5756,(X),639,29.4742
1400000US36081018402,"Census Tract 184.02, Queens County, New York",2286,330,1148,214,50.2187,(X),702,30.7087
1400000US36081018501,"Census Tract 185.01, Queens County, New York",3318,299,1706,240,51.4165,(X),1016,30.6209
1400000US36081018502,"Census Tract 185.02, Queens County, New York",3679,374,1861,217,50.5844,(X),971,26.3930
1400000US36081018600,"Census Tract 186, Queens County, New York",2062,332,1051,214,50.9699,(X),622,30.1649
1400000US36081018700,"Census Tract 187, Queens County, New York",2895,334,1593,224,55.0259,(X),946,32.6770
1400000US36081018800,"Census Tract 188, Queens County, New York",1391,153,730,113,52.4802,(X),431,30.9849
1400000US36081018900,"Census Tract 189, Queens County, New York",3319,440,1666,248,50.1958,(X),826,24.8870
1400000US36081019000,"Census Tract 190, Queens County, New York",2589,275,1218,165,47.0452,(X),811,31.3248
1400000US36081019200,"Census Tract 192, Queens County, New York",2090,245,986,155,47.1770,(X),755,36.1244
1400000US36081019400,"Census Tract 194, Queens County, New York",2965,344,1496,218,50.4553,(X),1108,37.3693
1400000US36081019600,"Census Tract 196, Queens County, New York",2900,395,1245,230,42.9310,(X),870,30.0000
1400000US36081019800,"Census Tract 198, Queens County, New York",3197,349,1646,222,51.4858,(X),805,25.1799
1400000US36081019900,"Census Tract 199, Queens County, New York",773,202,582,155,75.2911,(X),155,20.0517
1400000US36081020200,"Census Tract 202, Queens County, New York",1728,280,700,169,40.5093,(X),415,24.0162
1400000US36081020400,"Census Tract 204, Queens County, New York",2513,303,1226,186,48.7863,(X),713,28.3725
1400000US36081020500,"Census Tract 205, Queens County, New York",1205,203,653,140,54.1909,(X),304,25.2282
1400000US36081020600,"Census Tract 206, Queens County, New York",2002,218,1073,141,53.5964,(X),575,28.7213
1400000US36081020800,"Census Tract 208, Queens County, New York",2678,388,1502,228,56.0866,(X),674,25.1680
1400000US36081021200,"Census Tract 212, Queens County, New York",2324,350,1229,254,52.8830,(X),652,28.0551
1400000US36081021400,"Census Tract 214, Queens County, New York",7405,874,3907,641,52.7616,(X),2266,30.6009
1400000US36081021600,"Census Tract 216, Queens County, New York",4009,293,1860,217,46.3956,(X),1696,42.3048
1400000US36081021900,"Census Tract 219, Queens County, New York",0,12,0,12,0.0000,(X),0,0.0000
1400000US36081022001,"Census Tract 220.01, Queens County, New York",6124,454,2759,301,45.0523,(X),1978,32.2992
1400000US36081022002,"Census Tract 220.02, Queens County, New York",7087,647,3305,414,46.6347,(X),2310,32.5949
1400000US36081022900,"Census Tract 229, Queens County, New York",47,72,25,39,53.1915,(X),0,0.0000
1400000US36081023000,"Census Tract 230, Queens County, New York",1968,241,999,154,50.7622,(X),802,40.7520
1400000US36081023200,"Census Tract 232, Queens County, New York",5599,574,2920,367,52.1522,(X),2034,36.3279
1400000US36081023500,"Census Tract 235, Queens County, New York",8065,731,4037,457,50.0558,(X),2137,26.4972
1400000US36081023600,"Census Tract 236, Queens County, New York",3198,309,1656,207,51.7824,(X),1000,31.2695
1400000US36081023800,"Census Tract 238, Queens County, New York",4743,460,2563,317,54.0375,(X),1146,24.1619
1400000US36081024000,"Census Tract 240, Queens County, New York",6179,487,3046,315,49.2960,(X),1990,32.2059
1400000US36081024300,"Census Tract 243, Queens County, New York",5545,584,2855,325,51.4878,(X),1952,35.2029
1400000US36081024500,"Census Tract 245, Queens County, New York",5178,776,2509,455,48.4550,(X),2199,42.4681
1400000US36081024600,"Census Tract 246, Queens County, New York",0,12,0,12,0.0000,(X),0,0.0000
1400000US36081024700,"Census Tract 247, Queens County, New York",1464,208,822,142,56.1475,(X),409,27.9372
1400000US36081024900,"Census Tract 249, Queens County, New York",4711,689,2224,394,47.2087,(X),2130,45.2133
1400000US36081025100,"Census Tract 251, Queens County, New York",6240,631,3165,368,50.7212,(X),2370,37.9808
1400000US36081025301,"Census Tract 253.01, Queens County, New York",4201,397,2072,244,49.3216,(X),1170,27.8505
1400000US36081025302,"Census Tract 253.02, Queens County, New York",2998,387,1595,292,53.2021,(X),738,24.6164
1400000US36081025400,"Census Tract 254, Queens County, New York",10071,1090,4534,807,45.0204,(X),3152,31.2978
1400000US36081025500,"Census Tract 255, Queens County, New York",1439,195,762,108,52.9534,(X),401,27.8666
1400000US36081025700,"Census Tract 257, Queens County, New York",1545,171,852,115,55.1456,(X),457,29.5793
1400000US36081025800,"Census Tract 258, Queens County, New York",2398,431,1070,210,44.6205,(X),705,29.3995
1400000US36081025900,"Census Tract 259, Queens County, New York",3675,536,2012,303,54.7483,(X),1152,31.3469
1400000US36081026000,"Census Tract 260, Queens County, New York",2379,336,1066,206,44.8087,(X),597,25.0946
1400000US36081026100,"Census Tract 261, Queens County, New York",6644,850,3236,421,48.7056,(X),1808,27.2125
1400000US36081026200,"Census Tract 262, Queens County, New York",1157,213,544,135,47.0182,(X),368,31.8064
1400000US36081026300,"Census Tract 263, Queens County, New York",6402,1151,3354,697,52.3899,(X),1908,29.8032
1400000US36081026400,"Census Tract 264, Queens County, New York",2653,337,1145,199,43.1587,(X),858,32.3407
1400000US36081026500,"Census Tract 265, Queens County, New York",3917,416,2115,247,53.9954,(X),1145,29.2316
1400000US36081026600,"Census Tract 266, Queens County, New York",1682,302,746,187,44.3520,(X),815,48.4542
1400000US36081026700,"Census Tract 267, Queens County, New York",5894,757,2888,461,48.9990,(X),1509,25.6023
1400000US36081026901,"Census Tract 269.01, Queens County, New York",4885,539,2329,331,47.6766,(X),1473,30.1535
1400000US36081026902,"Census Tract 269.02, Queens County, New York",3527,484,1575,247,44.6555,(X),939,26.6232
1400000US36081027000,"Census Tract 270, Queens County, New York",2071,302,1034,202,49.9276,(X),593,28.6335
1400000US36081027100,"Census Tract 271, Queens County, New York",8311,833,4494,579,54.0729,(X),2383,28.6728
1400000US36081027200,"Census Tract 272, Queens County, New York",2189,379,968,200,44.2211,(X),629,28.7346
1400000US36081027300,"Census Tract 273, Queens County, New York",6710,829,3234,451,48.1967,(X),2170,32.3398
1400000US36081027400,"Census Tract 274, Queens County, New York",1571,158,558,116,35.5188,(X),686,43.6665
1400000US36081027500,"Census Tract 275, Queens County, New York",6205,1043,3339,748,53.8114,(X),2039,32.8606
1400000US36081027600,"Census Tract 276, Queens County, New York",1533,225,727,151,47.4234,(X),469,30.5936
1400000US36081027700,"Census Tract 277, Queens County, New York",8030,822,4281,632,53.3126,(X),1939,24.1469
1400000US36081027800,"Census Tract 278, Queens County, New York",2348,295,986,194,41.9932,(X),812,34.5826
1400000US36081027900,"Census Tract 279, Queens County, New York",6210,716,3193,487,51.4171,(X),2619,42.1739
1400000US36081028000,"Census Tract 280, Queens County, New York",1759,253,794,149,45.1393,(X),514,29.2211
1400000US36081028100,"Census Tract 281, Queens County, New York",4819,568,2218,375,46.0261,(X),1956,40.5893
1400000US36081028200,"Census Tract 282, Queens County, New York",1950,223,943,111,48.3590,(X),628,32.2051
1400000US36081028300,"Census Tract 283, Queens County, New York",7601,859,3429,533,45.1125,(X),2898,38.1266
1400000US36081028400,"Census Tract 284, Queens County, New York",4157,496,2017,342,48.5206,(X),1400,33.6781
1400000US36081028500,"Census Tract 285, Queens County, New York",4911,456,2302,344,46.8744,(X),1779,36.2248
1400000US36081028700,"Census Tract 287, Queens County, New York",6226,550,3079,379,49.4539,(X),2128,34.1792
1400000US36081028800,"Census Tract 288, Queens County, New York",5028,519,2430,324,48.3294,(X),1640,32.6173
1400000US36081028900,"Census Tract 289, Queens County, New York",5180,547,2576,339,49.7297,(X),1786,34.4788
1400000US36081029100,"Census Tract 291, Queens County, New York",6299,700,3214,446,51.0240,(X),2057,32.6560
1400000US36081029300,"Census Tract 293, Queens County, New York",1118,194,639,135,57.1556,(X),328,29.3381
1400000US36081029400,"Census Tract 294, Queens County, New York",7162,817,3263,525,45.5599,(X),2076,28.9863
1400000US36081029500,"Census Tract 295, Queens County, New York",3537,332,1756,237,49.6466,(X),1233,34.8601
1400000US36081029700,"Census Tract 297, Queens County, New York",1888,294,964,171,51.0593,(X),614,32.5212
1400000US36081029900,"Census Tract 299, Queens County, New York",0,12,0,12,0.0000,(X),0,0.0000
1400000US36081030600,"Census Tract 306, Queens County, New York",4828,561,2220,348,45.9818,(X),1567,32.4565
1400000US36081030902,"Census Tract 309.02, Queens County, New York",6833,753,3586,434,52.4806,(X),2350,34.3919
1400000US36081030903,"Census Tract 309.03, Queens County, New York",6005,585,3039,342,50.6078,(X),1995,33.2223
1400000US36081030904,"Census Tract 309.04, Queens County, New York",3594,411,1677,239,46.6611,(X),1220,33.9455
1400000US36081031700,"Census Tract 317, Queens County, New York",6014,776,2965,496,49.3016,(X),2416,40.1729
1400000US36081032000,"Census Tract 320, Queens County, New York",5072,644,2140,386,42.1924,(X),1207,23.7973
1400000US36081032700,"Census Tract 327, Queens County, New York",3611,580,1909,342,52.8662,(X),1293,35.8073
1400000US36081032800,"Census Tract 328, Queens County, New York",2612,337,1166,164,44.6401,(X),925,35.4135
1400000US36081032900,"Census Tract 329, Queens County, New York",3515,575,1677,299,47.7098,(X),1230,34.9929
1400000US36081033000,"Census Tract 330, Queens County, New York",7207,619,3412,418,47.3429,(X),2468,34.2445
1400000US36081033100,"Census Tract 331, Queens County, New York",0,12,0,12,0.0000,(X),0,0.0000
1400000US36081033401,"Census Tract 334.01, Queens County, New York",3486,363,1591,200,45.6397,(X),1008,28.9157
1400000US36081033402,"Census Tract 334.02, Queens County, New York",13280,1090,5220,926,39.3072,(X),5794,43.6295
1400000US36081033700,"Census Tract 337, Queens County, New York",3120,504,1592,309,51.0256,(X),927,29.7115
1400000US36081033900,"Census Tract 339, Queens County, New York",2715,488,1357,366,49.9816,(X),992,36.5378
1400000US36081034700,"Census Tract 347, Queens County, New York",3123,283,1690,186,54.1146,(X),1068,34.1979
1400000US36081035100,"Census Tract 351, Queens County, New York",4021,410,2025,284,50.3606,(X),1714,42.6262
1400000US36081035200,"Census Tract 352, Queens County, New York",2913,323,1343,177,46.1037,(X),873,29.9691
1400000US36081035300,"Census Tract 353, Queens County, New York",2564,324,1149,196,44.8128,(X),765,29.8362
1400000US36081035700,"Census Tract 357, Queens County, New York",3940,621,1951,361,49.5178,(X),1770,44.9239
1400000US36081035800,"Census Tract 358, Queens County, New York",4202,473,1867,320,44.4312,(X),1444,34.3646
1400000US36081036100,"Census Tract 361, Queens County, New York",2471,307,1192,199,48.2396,(X),767,31.0401
1400000US36081036300,"Census Tract 363, Queens County, New York",1711,371,899,210,52.5424,(X),538,31.4436
1400000US36081036500,"Census Tract 365, Queens County, New York",3242,490,1568,253,48.3652,(X),674,20.7896
1400000US36081036600,"Census Tract 366, Queens County, New York",2891,363,1404,218,48.5645,(X),1080,37.3573
1400000US36081036700,"Census Tract 367, Queens County, New York",2387,369,1194,220,50.0209,(X),851,35.6514
1400000US36081036800,"Census Tract 368, Queens County, New York",2588,253,1137,166,43.9335,(X),1030,39.7991
1400000US36081037100,"Census Tract 371, Queens County, New York",1301,199,593,117,45.5803,(X),505,38.8163
1400000US36081037300,"Census Tract 373, Queens County, New York",2174,319,1024,182,47.1021,(X),529,24.3330
1400000US36081037500,"Census Tract 375, Queens County, New York",4139,485,2440,320,58.9514,(X),897,21.6719
1400000US36081037600,"Census Tract 376, Queens County, New York",6094,533,2807,341,46.0617,(X),2478,40.6629
1400000US36081037700,"Census Tract 377, Queens County, New York",3691,534,2026,323,54.8903,(X),509,13.7903
1400000US36081037900,"Census Tract 379, Queens County, New York",6432,721,3356,448,52.1766,(X),1532,23.8184
1400000US36081038100,"Census Tract 381, Queens County, New York",7004,807,3622,496,51.7133,(X),1322,18.8749
1400000US36081038301,"Census Tract 383.01, Queens County, New York",0,12,0,12,0.0000,(X),0,0.0000
1400000US36081038302,"Census Tract 383.02, Queens County, New York",0,12,0,12,0.0000,(X),0,0.0000
1400000US36081038400,"Census Tract 384, Queens County, New York",2272,262,1027,184,45.2025,(X),890,39.1725
1400000US36081039400,"Census Tract 394, Queens County, New York",3061,259,1464,177,47.8275,(X),1106,36.1320
1400000US36081039800,"Census Tract 398, Queens County, New York",1748,225,815,132,46.6247,(X),688,39.3593
1400000US36081039900,"Census Tract 399, Queens County, New York",4196,670,2211,385,52.6930,(X),750,17.8742
1400000US36081040000,"Census Tract 400, Queens County, New York",1510,268,759,165,50.2649,(X),523,34.6358
1400000US36081040100,"Census Tract 401, Queens County, New York",7779,821,4034,574,51.8576,(X),1016,13.0608
1400000US36081040200,"Census Tract 402, Queens County, New York",1737,227,827,203,47.6108,(X),545,31.3759
1400000US36081040300,"Census Tract 403, Queens County, New York",7066,775,3558,474,50.3538,(X),1200,16.9827
1400000US36081040400,"Census Tract 404, Queens County, New York",4103,454,1791,273,43.6510,(X),1561,38.0453
1400000US36081040500,"Census Tract 405, Queens County, New York",3230,463,1716,260,53.1269,(X),593,18.3591
1400000US36081040700,"Census Tract 407, Queens County, New York",9272,962,5025,604,54.1954,(X),1687,18.1946
1400000US36081040900,"Census Tract 409, Queens County, New York",5533,816,3019,516,54.5635,(X),1208,21.8326
1400000US36081041100,"Census Tract 411, Queens County, New York",3902,439,2151,288,55.1256,(X),1001,25.6535
1400000US36081041300,"Census Tract 413, Queens County, New York",4867,740,2575,444,52.9073,(X),991,20.3616
1400000US36081041400,"Census Tract 414, Queens County, New York",4409,511,2085,321,47.2896,(X),1353,30.6872
1400000US36081041500,"Census Tract 415, Queens County, New York",4052,566,2123,361,52.3939,(X),947,23.3712
1400000US36081042400,"Census Tract 424, Queens County, New York",2515,338,1171,246,46.5606,(X),958,38.0915
1400000US36081042600,"Census Tract 426, Queens County, New York",488,115,438,126,89.7541,(X),371,76.0246
1400000US36081042700,"Census Tract 427, Queens County, New York",5234,773,2794,482,53.3817,(X),1092,20.8636
1400000US36081043200,"Census Tract 432, Queens County, New York",1302,199,577,113,44.3164,(X),444,34.1014
1400000US36081043400,"Census Tract 434, Queens County, New York",1815,247,794,159,43.7466,(X),658,36.2534
1400000US36081043701,"Census Tract 437.01, Queens County, New York",2934,338,1574,226,53.6469,(X),1163,39.6387
1400000US36081043702,"Census Tract 437.02, Queens County, New York",6493,851,2758,440,42.4765,(X),2044,31.4801
1400000US36081043900,"Census Tract 439, Queens County, New York",3834,457,2184,358,56.9640,(X),985,25.6912
1400000US36081044000,"Census Tract 440, Queens County, New York",3828,464,1849,304,48.3020,(X),1098,28.6834
1400000US36081044301,"Census Tract 443.01, Queens County, New York",3751,543,1894,379,50.4932,(X),1295,34.5241
1400000US36081044302,"Census Tract 443.02, Queens County, New York",4317,604,2302,387,53.3241,(X),1356,31.4107
1400000US36081044400,"Census Tract 444, Queens County, New York",3505,467,1611,263,45.9629,(X),918,26.1912
1400000US36081044601,"Census Tract 446.01, Queens County, New York",3144,321,1373,251,43.6705,(X),1088,34.6056
1400000US36081044602,"Census Tract 446.02, Queens County, New York",4633,519,2142,317,46.2335,(X),1256,27.1099
1400000US36081044800,"Census Tract 448, Queens County, New York",2869,299,1304,181,45.4514,(X),701,24.4336
1400000US36081045000,"Census Tract 450, Queens County, New York",2193,270,982,171,44.7788,(X),695,31.6917
1400000US36081045200,"Census Tract 452, Queens County, New York",1204,267,499,133,41.4452,(X),664,55.1495
1400000US36081045400,"Census Tract 454, Queens County, New York",4507,539,2373,339,52.6514,(X),1243,27.5793
1400000US36081045500,"Census Tract 455, Queens County, New York",14918,1151,7317,901,49.0481,(X),4226,28.3282
1400000US36081045600,"Census Tract 456, Queens County, New York",1322,173,643,94,48.6384,(X),563,42.5870
1400000US36081045700,"Census Tract 457, Queens County, New York",3058,495,1490,293,48.7247,(X),1162,37.9987
1400000US36081045800,"Census Tract 458, Queens County, New York",2291,216,1171,157,51.1131,(X),666,29.0703
1400000US36081045900,"Census Tract 459, Queens County, New York",3485,486,1885,309,54.0890,(X),939,26.9440
1400000US36081046000,"Census Tract 460, Queens County, New York",6199,638,3040,380,49.0402,(X),1744,28.1336
1400000US36081046100,"Census Tract 461, Queens County, New York",2535,324,1434,251,56.5680,(X),693,27.3373
1400000US36081046200,"Census Tract 462, Queens County, New York",7012,876,3009,439,42.9122,(X),2323,33.1289
1400000US36081046300,"Census Tract 463, Queens County, New York",3855,529,2150,351,55.7717,(X),1094,28.3787
1400000US36081046400,"Census Tract 464, Queens County, New York",1714,232,781,146,45.5659,(X),509,29.6966
1400000US36081046500,"Census Tract 465, Queens County, New York",3539,582,2050,413,57.9260,(X),968,27.3524
1400000US36081046600,"Census Tract 466, Queens County, New York",3602,409,1796,265,49.8612,(X),1222,33.9256
1400000US36081046700,"Census Tract 467, Queens County, New York",5982,1002,2795,571,46.7235,(X),1824,30.4915
1400000US36081046800,"Census Tract 468, Queens County, New York",3221,322,1539,224,47.7802,(X),1293,40.1428
1400000US36081046900,"Census Tract 469, Queens County, New York",8167,876,3551,448,43.4799,(X),2703,33.0966
1400000US36081047000,"Census Tract 470, Queens County, New York",3300,336,1605,209,48.6364,(X),1235,37.4242
1400000US36081047100,"Census Tract 471, Queens County, New York",4309,566,2212,341,51.3344,(X),1415,32.8382
1400000US36081047200,"Census Tract 472, Queens County, New York",3671,338,1681,215,45.7913,(X),1721,46.8810
1400000US36081047300,"Census Tract 473, Queens County, New York",4356,436,2109,330,48.4160,(X),1625,37.3049
1400000US36081047500,"Census Tract 475, Queens County, New York",4052,487,2012,299,49.6545,(X),1124,27.7394
1400000US36081047600,"Census Tract 476, Queens County, New York",1469,155,779,123,53.0293,(X),638,43.4309
1400000US36081047800,"Census Tract 478, Queens County, New York",5295,634,2697,487,50.9348,(X),2347,44.3248
1400000US36081047900,"Census Tract 479, Queens County, New York",5270,607,2635,376,50.0000,(X),1983,37.6281
1400000US36081048000,"Census Tract 480, Queens County, New York",2479,351,1348,215,54.3768,(X),1062,42.8399
1400000US36081048100,"Census Tract 481, Queens County, New York",6386,692,3394,561,53.1475,(X),2636,41.2778
1400000US36081048200,"Census Tract 482, Queens County, New York",1584,151,730,117,46.0859,(X),648,40.9091
1400000US36081048300,"Census Tract 483, Queens County, New York",3837,477,2016,304,52.5410,(X),1223,31.8739
1400000US36081048400,"Census Tract 484, Queens County, New York",5235,796,2455,377,46.8959,(X),1774,33.8873
1400000US36081048500,"Census Tract 485, Queens County, New York",4190,549,2008,375,47.9236,(X),1566,37.3747
1400000US36081048900,"Census Tract 489, Queens County, New York",1475,201,771,129,52.2712,(X),474,32.1356
1400000US36081049200,"Census Tract 492, Queens County, New York",5249,438,2545,310,48.4854,(X),1823,34.7304
1400000US36081049301,"Census Tract 493.01, Queens County, New York",2116,303,931,154,43.9981,(X),747,35.3025
1400000US36081049302,"Census Tract 493.02, Queens County, New York",2927,308,1422,204,48.5822,(X),927,31.6707
1400000US36081049500,"Census Tract 495, Queens County, New York",1571,215,769,131,48.9497,(X),552,35.1369
1400000US36081049600,"Census Tract 496, Queens County, New York",3199,234,1632,169,51.0159,(X),1124,35.1360
1400000US36081049700,"Census Tract 497, Queens County, New York",3054,328,1707,267,55.8939,(X),950,31.1067
1400000US36081049900,"Census Tract 499, Queens County, New York",5313,558,2611,309,49.1436,(X),1563,29.4184
1400000US36081050000,"Census Tract 500, Queens County, New York",4518,539,2348,315,51.9699,(X),1526,33.7760
1400000US36081050201,"Census Tract 502.01, Queens County, New York",1503,224,669,147,44.5110,(X),484,32.2023
1400000US36081050202,"Census Tract 502.02, Queens County, New York",1399,169,675,125,48.2487,(X),446,31.8799
1400000US36081050400,"Census Tract 504, Queens County, New York",1960,221,852,136,43.4694,(X),743,37.9082
1400000US36081050500,"Census Tract 505, Queens County, New York",1502,235,695,117,46.2716,(X),474,31.5579
1400000US36081050600,"Census Tract 506, Queens County, New York",1490,235,674,152,45.2349,(X),635,42.6174
1400000US36081050700,"Census Tract 507, Queens County, New York",4162,417,1849,239,44.4258,(X),1513,36.3527
1400000US36081050800,"Census Tract 508, Queens County, New York",2039,342,1099,234,53.8990,(X),669,32.8102
1400000US36081051000,"Census Tract 510, Queens County, New York",1720,233,726,152,42.2093,(X),698,40.5814
1400000US36081051100,"Census Tract 511, Queens County, New York",2188,243,1064,152,48.6289,(X),758,34.6435
1400000US36081051200,"Census Tract 512, Queens County, New York",2763,383,1287,192,46.5798,(X),924,33.4419
1400000US36081051300,"Census Tract 513, Queens County, New York",2309,323,1076,160,46.6003,(X),673,29.1468
1400000US36081051500,"Census Tract 515, Queens County, New York",3260,294,1611,202,49.4172,(X),1127,34.5706
1400000US36081051600,"Census Tract 516, Queens County, New York",2017,250,1102,171,54.6356,(X),657,32.5731
1400000US36081051700,"Census Tract 517, Queens County, New York",1969,305,944,152,47.9431,(X),757,38.4459
1400000US36081051800,"Census Tract 518, Queens County, New York",2079,266,920,157,44.2520,(X),765,36.7965
1400000US36081052000,"Census Tract 520, Queens County, New York",1394,183,566,131,40.6026,(X),565,40.5308
1400000US36081052100,"Census Tract 521, Queens County, New York",2366,306,1192,181,50.3804,(X),909,38.4193
1400000US36081052200,"Census Tract 522, Queens County, New York",1758,271,789,159,44.8805,(X),635,36.1206
1400000US36081052400,"Census Tract 524, Queens County, New York",1685,285,802,167,47.5964,(X),650,38.5757
1400000US36081052500,"Census Tract 525, Queens County, New York",2288,276,1140,165,49.8252,(X),685,29.9388
1400000US36081052600,"Census Tract 526, Queens County, New York",1970,304,941,158,47.7665,(X),742,37.6650
1400000US36081052800,"Census Tract 528, Queens County, New York",1321,251,553,132,41.8622,(X),568,42.9977
1400000US36081053000,"Census Tract 530, Queens County, New York",2510,348,1180,208,47.0120,(X),828,32.9880
1400000US36081053100,"Census Tract 531, Queens County, New York",3409,387,1765,242,51.7747,(X),1081,31.7102
1400000US36081053200,"Census Tract 532, Queens County, New York",1903,248,864,151,45.4020,(X),757,39.7793
1400000US36081053401,"Census Tract 534.01, Queens County, New York",2210,230,1027,183,46.4706,(X),910,41.1765
1400000US36081053500,"Census Tract 535, Queens County, New York",1294,221,661,142,51.0819,(X),256,19.7836
1400000US36081053601,"Census Tract 536.01, Queens County, New York",1988,320,970,170,48.7928,(X),668,33.6016
1400000US36081053800,"Census Tract 538, Queens County, New York",1841,231,812,144,44.1065,(X),677,36.7735
1400000US36081053900,"Census Tract 539, Queens County, New York",4528,437,2350,296,51.8993,(X),1015,22.4161
1400000US36081054000,"Census Tract 540, Queens County, New York",4537,514,2203,332,48.5563,(X),1463,32.2460
1400000US36081054200,"Census Tract 542, Queens County, New York",4891,606,2339,403,47.8225,(X),1970,40.2781
1400000US36081054500,"Census Tract 545, Queens County, New York",4185,442,2066,298,49.3668,(X),881,21.0514
1400000US36081054700,"Census Tract 547, Queens County, New York",5221,517,2657,348,50.8906,(X),1421,27.2170
1400000US36081054800,"Census Tract 548, Queens County, New York",2309,220,1198,129,51.8839,(X),909,39.3677
1400000US36081054900,"Census Tract 549, Queens County, New York",5999,618,3273,374,54.5591,(X),1305,21.7536
1400000US36081055100,"Census Tract 551, Queens County, New York",4334,451,1960,210,45.2238,(X),1222,28.1957
1400000US36081055200,"Census Tract 552, Queens County, New York",2999,376,1404,201,46.8156,(X),1164,38.8129
1400000US36081055300,"Census Tract 553, Queens County, New York",2675,268,1170,174,43.7383,(X),496,18.5421
1400000US36081055400,"Census Tract 554, Queens County, New York",2361,180,1100,132,46.5904,(X),914,38.7124
1400000US36081055500,"Census Tract 555, Queens County, New York",2290,232,1228,152,53.6245,(X),628,27.4236
1400000US36081055600,"Census Tract 556, Queens County, New York",2236,325,1029,186,46.0197,(X),920,41.1449
1400000US36081055700,"Census Tract 557, Queens County, New York",4400,508,2106,370,47.8636,(X),1203,27.3409
1400000US36081055800,"Census Tract 558, Queens County, New York",1683,240,836,133,49.6732,(X),788,46.8212
1400000US36081055900,"Census Tract 559, Queens County, New York",1113,169,585,143,52.5606,(X),207,18.5984
1400000US36081056000,"Census Tract 560, Queens County, New York",1716,169,834,112,48.6014,(X),551,32.1096
1400000US36081056100,"Census Tract 561, Queens County, New York",60,21,34,15,56.6667,(X),21,35.0000
1400000US36081056200,"Census Tract 562, Queens County, New York",1803,187,901,107,49.9723,(X),620,34.3871
1400000US36081056400,"Census Tract 564, Queens County, New York",1246,239,575,143,46.1477,(X),535,42.9374
1400000US36081056500,"Census Tract 565, Queens County, New York",1410,168,731,136,51.8440,(X),457,32.4113
1400000US36081056600,"Census Tract 566, Queens County, New York",1528,212,726,124,47.5131,(X),604,39.5288
1400000US36081056700,"Census Tract 567, Queens County, New York",5143,548,2686,382,52.2263,(X),1733,33.6963
1400000US36081056800,"Census Tract 568, Queens County, New York",4876,627,2338,353,47.9491,(X),1928,39.5406
1400000US36081057700,"Census Tract 577, Queens County, New York",4194,433,1967,299,46.9003,(X),1392,33.1903
1400000US36081057900,"Census Tract 579, Queens County, New York",1853,217,893,128,48.1921,(X),528,28.4943
1400000US36081058000,"Census Tract 580, Queens County, New York",3724,532,1710,301,45.9184,(X),1353,36.3319
1400000US36081058100,"Census Tract 581, Queens County, New York",3027,315,1544,250,51.0076,(X),863,28.5101
1400000US36081058200,"Census Tract 582, Queens County, New York",4636,426,2125,248,45.8369,(X),1772,38.2226
1400000US36081058300,"Census Tract 583, Queens County, New York",3548,382,1807,263,50.9301,(X),1054,29.7069
1400000US36081058500,"Census Tract 585, Queens County, New York",4243,426,2155,334,50.7895,(X),1118,26.3493
1400000US36081058700,"Census Tract 587, Queens County, New York",3535,516,1683,263,47.6096,(X),1068,30.2122
1400000US36081058900,"Census Tract 589, Queens County, New York",5021,508,2605,365,51.8821,(X),1027,20.4541
1400000US36081059000,"Census Tract 590, Queens County, New York",1623,230,601,155,37.0302,(X),626,38.5705
1400000US36081059100,"Census Tract 591, Queens County, New York",5606,732,2781,422,49.6076,(X),1181,21.0667
1400000US36081059200,"Census Tract 592, Queens County, New York",1442,128,686,85,47.5728,(X),685,47.5035
1400000US36081059300,"Census Tract 593, Queens County, New York",4298,361,2114,215,49.1857,(X),1422,33.0852
1400000US36081059400,"Census Tract 594, Queens County, New York",1835,194,832,132,45.3406,(X),841,45.8311
1400000US36081059500,"Census Tract 595, Queens County, New York",5303,606,2465,335,46.4831,(X),1552,29.2665
1400000US36081059600,"Census Tract 596, Queens County, New York",1333,184,592,108,44.4111,(X),578,43.3608
1400000US36081059800,"Census Tract 598, Queens County, New York",1731,181,847,131,48.9313,(X),645,37.2617
1400000US36081059900,"Census Tract 599, Queens County, New York",1268,247,624,170,49.2114,(X),566,44.6372
1400000US36081060000,"Census Tract 600, Queens County, New York",1140,120,555,85,48.6842,(X),536,47.0175
1400000US36081060100,"Census Tract 601, Queens County, New York",2160,317,1025,133,47.4537,(X),674,31.2037
1400000US36081060300,"Census Tract 603, Queens County, New York",2094,275,1040,181,49.6657,(X),632,30.1815
1400000US36081060600,"Census Tract 606, Queens County, New York",1380,183,551,106,39.9275,(X),685,49.6377
1400000US36081060701,"Census Tract 607.01, Queens County, New York",36,28,21,22,58.3333,(X),36,100.0000
